date,temperature_2m_max,temperature_2m_min,precipitation_sum,shortwave_radiation_sum,wind_speed_10m_max,relative_humidity_2m_mean,ndvi_mean,ndmi_mean,ndre_mean,evi_mean,gndvi_mean,msi_mean,ndvi_mean_daily,precip_7d,tmean,tmean_7d,rh_7d
2022-09-14,23.7000,20.9000,10.0000,6.3100,20.8000,85,,,,,,,0.4292,27.2000,22.3000,22.6929,80.2857
2022-09-15,26.5000,20.7000,0.0000,11.2800,10.2000,74,,,,,,,0.4280,18.4000,23.6000,23.0214,78.8571
2022-09-16,27.1000,18.3000,0.2000,13.3700,9.2000,80,,,,,,,0.4268,18.6000,22.7000,23.2429,78.4286
2022-09-17,26.9000,21.0000,0.5000,10.4100,10.7000,79,,,,,,,0.4256,19.1000,23.9500,23.5143,78.4286
2022-09-18,27.5000,21.6000,1.6000,11.1800,11.0000,81,,,,,,,0.4244,20.7000,24.5500,23.7143,79.0000
2022-09-19,27.9000,21.8000,1.1000,9.5600,14.5000,79,,,,,,,0.4232,20.5000,24.8500,23.8357,79.5714
2022-09-20,24.5000,20.8000,0.7000,6.8000,11.9000,76,,,,,,,0.4220,14.1000,22.6500,23.5143,79.1429
2022-09-21,25.2000,18.0000,6.1000,12.7100,6.9000,81,,,,,,,0.4208,10.2000,21.6000,23.4143,78.5714
2022-09-22,22.0000,18.0000,17.9000,3.3800,9.7000,91,,,,,,,0.4196,28.1000,20.0000,22.9000,81.0000
2022-09-23,20.1000,17.1000,9.3000,3.9600,9.5000,87,,,,,,,0.4183,37.2000,18.6000,22.3143,82.0000
2022-09-24,21.7000,16.0000,6.8000,9.8900,7.0000,82,,,,,,,0.4171,43.5000,18.8500,21.5857,82.4286
2022-09-25,24.0000,16.5000,2.2000,13.3600,6.8000,82,,,,,,,0.4159,44.1000,20.2500,20.9714,82.5714
2022-09-26,21.0000,16.9000,2.2000,5.1600,5.8000,90,,,,,,,0.4147,45.2000,18.9500,20.1286,84.1429
2022-09-27,24.3000,17.9000,2.2000,11.9700,12.3000,81,,,,,,,0.4135,46.7000,21.1000,19.9071,84.8571
2022-09-28,25.5000,16.1000,3.9000,16.7000,12.3000,80,0.4123,0.0845,0.2517,1.8570,0.3867,0.8635,0.4123,44.5000,20.8000,19.7929,84.7143
2022-09-29,25.7000,16.0000,3.3000,13.3800,9.5000,79,,,,,,,0.4159,29.9000,20.8500,19.9143,83.0000
2022-09-30,26.3000,17.8000,8.4000,13.0500,9.2000,80,,,,,,,0.4196,29.0000,22.0500,20.4071,82.0000
2022-10-01,27.2000,20.0000,0.0000,12.0400,7.4000,78,,,,,,,0.4232,22.2000,23.6000,21.0857,81.4286
2022-10-02,29.2000,19.4000,0.1000,13.9500,7.9000,77,,,,,,,0.4269,20.1000,24.3000,21.6643,80.7143
2022-10-03,24.0000,20.2000,3.6000,3.9600,21.0000,83,,,,,,,0.4305,21.5000,22.1000,22.1143,79.7143
2022-10-04,23.2000,19.0000,0.1000,8.6100,8.4000,75,,,,,,,0.4342,19.4000,21.1000,22.1143,78.8571
2022-10-05,20.0000,16.4000,4.7000,3.1500,16.2000,80,,,,,,,0.4378,20.2000,18.2000,21.7429,78.8571
2022-10-06,17.3000,15.0000,5.0000,3.7700,8.4000,86,,,,,,,0.4415,21.9000,16.1500,21.0714,79.8571
2022-10-07,17.2000,14.3000,2.4000,3.9100,8.5000,84,,,,,,,0.4451,15.9000,15.7500,20.1714,80.4286
2022-10-08,16.9000,12.9000,2.8000,3.1900,13.0000,86,,,,,,,0.4487,18.7000,14.9000,18.9286,81.5714
2022-10-09,17.1000,11.7000,1.6000,3.2300,14.8000,78,,,,,,,0.4524,20.2000,14.4000,17.5143,81.7143
2022-10-10,18.9000,10.6000,1.0000,12.0200,7.7000,78,,,,,,,0.4560,17.6000,14.7500,16.4643,81.0000
2022-10-11,18.9000,10.4000,0.0000,10.3200,8.6000,78,,,,,,,0.4597,17.5000,14.6500,15.5429,81.4286
2022-10-12,17.8000,13.9000,0.5000,5.8900,9.0000,80,,,,,,,0.4633,13.3000,15.8500,15.2071,81.4286
2022-10-13,20.6000,14.0000,0.2000,10.7200,8.0000,77,,,,,,,0.4670,8.5000,17.3000,15.3714,80.1429
2022-10-14,22.3000,14.9000,0.0000,10.0200,7.1000,71,,,,,,,0.4706,6.1000,18.6000,15.7786,78.2857
2022-10-15,23.5000,13.8000,0.0000,13.4200,9.4000,67,,,,,,,0.4743,3.3000,18.6500,16.3143,75.5714
2022-10-16,25.9000,16.1000,0.0000,14.7200,10.2000,58,0.4779,0.0701,0.3103,1.8051,0.4601,0.9060,0.4779,1.7000,21.0000,17.2571,72.7143
2022-10-17,25.7000,14.9000,0.0000,14.3500,7.7000,62,,,,,,,0.4682,0.7000,20.3000,18.0500,70.4286
2022-10-18,24.0000,13.5000,0.0000,12.5100,7.7000,70,,,,,,,0.4586,0.7000,18.7500,18.6357,69.2857
2022-10-19,22.4000,15.1000,0.0000,7.4000,14.1000,74,,,,,,,0.4489,0.2000,18.7500,19.0500,68.4286
2022-10-20,25.0000,16.5000,0.0000,14.6600,13.9000,62,,,,,,,0.4393,0.0000,20.7500,19.5429,66.2857
2022-10-21,26.0000,16.8000,0.0000,15.4500,11.2000,56,0.4296,0.0435,0.2656,1.6993,0.4113,0.9581,0.4296,0.0000,21.4000,19.9429,64.1429
2022-10-22,26.8000,17.6000,0.0000,15.0000,8.4000,61,,,,,,,0.4079,0.0000,22.2000,20.4500,63.2857
2022-10-23,25.9000,18.1000,0.0000,9.9900,12.7000,69,0.3862,0.0479,0.2398,2.8286,0.3623,0.9424,0.3862,0.0000,22.0000,20.5929,64.8571
2022-10-24,19.6000,17.2000,3.9000,2.0500,14.5000,87,,,,,,,0.3823,3.9000,18.4000,20.3214,68.4286
2022-10-25,17.9000,15.1000,2.5000,3.7200,10.2000,85,,,,,,,0.3785,6.4000,16.5000,20.0000,70.5714
2022-10-26,21.2000,14.6000,0.3000,9.2900,8.4000,80,,,,,,,0.3746,6.7000,17.9000,19.8786,71.4286
2022-10-27,19.1000,15.6000,2.3000,4.1200,9.7000,87,,,,,,,0.3708,9.0000,17.3500,19.3929,75.0000
2022-10-28,18.6000,14.4000,1.6000,4.9400,14.7000,85,,,,,,,0.3669,10.6000,16.5000,18.6929,79.1429
2022-10-29,18.4000,14.0000,0.9000,5.5000,10.5000,85,,,,,,,0.3631,11.5000,16.2000,17.8357,82.5714
2022-10-30,21.1000,13.4000,4.2000,11.5000,8.1000,81,,,,,,,0.3593,15.7000,17.2500,17.1571,84.2857
2022-10-31,21.8000,14.9000,0.3000,10.6800,7.1000,81,0.3554,0.0693,0.2196,2.2262,0.3201,0.8922,0.3554,12.1000,18.3500,17.1500,83.4286
2022-11-01,21.8000,12.3000,0.1000,11.7400,11.8000,82,,,,,,,0.3425,9.7000,17.0500,17.2286,83.0000
2022-11-02,21.9000,15.4000,0.0000,7.4000,13.9000,80,,,,,,,0.3296,9.4000,18.6500,17.3357,83.0000
2022-11-03,19.7000,15.6000,3.3000,3.1900,13.1000,76,,,,,,,0.3166,10.4000,17.6500,17.3786,81.4286
2022-11-04,18.2000,14.2000,4.0000,7.3500,7.9000,85,,,,,,,0.3037,12.8000,16.2000,17.3357,81.4286
2022-11-05,19.6000,13.2000,0.0000,7.1900,7.9000,83,,,,,,,0.2908,11.9000,16.4000,17.3643,81.1429
2022-11-06,19.5000,14.1000,0.1000,5.8200,7.4000,84,,,,,,,0.2779,7.8000,16.8000,17.3000,81.5714
2022-11-07,18.8000,15.1000,2.1000,3.8400,9.1000,85,,,,,,,0.2650,9.6000,16.9500,17.1000,82.1429
2022-11-08,21.5000,15.1000,0.4000,9.6300,9.4000,83,,,,,,,0.2520,9.9000,18.3000,17.2786,82.2857
2022-11-09,21.0000,13.9000,0.3000,6.4900,10.4000,87,,,,,,,0.2391,10.2000,17.4500,17.1071,83.2857
2022-11-10,21.8000,15.4000,0.2000,7.8000,10.1000,84,,,,,,,0.2262,7.1000,18.6000,17.2429,84.4286
2022-11-11,22.8000,15.8000,1.2000,9.1500,21.9000,81,,,,,,,0.2133,4.3000,19.3000,17.6857,83.8571
2022-11-12,14.9000,12.3000,3.3000,2.6100,15.1000,76,,,,,,,0.2004,7.6000,13.6000,17.2857,82.8571
2022-11-13,15.5000,12.7000,0.0000,6.7100,13.1000,65,,,,,,,0.1874,7.5000,14.1000,16.9000,80.1429
2022-11-14,16.8000,10.2000,1.3000,10.8700,7.9000,72,,,,,,,0.1745,6.7000,13.5000,16.4071,78.2857
2022-11-15,16.2000,7.6000,0.3000,9.1100,9.4000,80,0.1616,0.1508,0.0945,-0.5411,0.1084,0.7517,0.1616,6.6000,11.9000,15.4929,77.8571
2022-11-16,17.8000,11.7000,0.3000,9.6600,7.9000,79,,,,,,,0.2073,6.6000,14.7500,15.1071,76.7143
2022-11-17,17.7000,11.8000,0.3000,7.8200,12.2000,79,,,,,,,0.2531,6.7000,14.7500,14.5571,76.0000
2022-11-18,15.5000,11.8000,0.0000,2.5900,8.4000,82,,,,,,,0.2988,5.5000,13.6500,13.7500,76.1429
2022-11-19,19.1000,9.5000,0.0000,11.4900,7.4000,82,,,,,,,0.3446,2.2000,14.3000,13.8500,77.0000
2022-11-20,17.8000,11.4000,0.3000,5.4500,14.0000,84,,,,,,,0.3903,2.5000,14.6000,13.9214,79.7143
2022-11-21,19.2000,12.4000,1.3000,6.6600,12.6000,74,,,,,,,0.4361,2.5000,15.8000,14.2500,80.0000
2022-11-22,19.1000,10.4000,0.0000,10.9500,9.5000,66,0.4818,0.0949,0.2924,2.0166,0.4410,0.8521,0.4818,2.2000,14.7500,14.6571,78.0000
2022-11-23,18.0000,12.1000,0.0000,7.3500,8.7000,79,,,,,,,0.4433,1.9000,15.0500,14.7000,78.0000
2022-11-24,19.0000,12.7000,0.8000,8.0400,10.7000,83,,,,,,,0.4048,2.4000,15.8500,14.8571,78.5714
2022-11-25,17.5000,10.2000,0.4000,4.8700,8.8000,88,,,,,,,0.3664,2.8000,13.8500,14.8857,79.4286
2022-11-26,16.5000,13.8000,1.1000,2.4800,6.8000,89,,,,,,,0.3279,3.9000,15.1500,15.0071,80.4286
2022-11-27,19.1000,13.8000,0.5000,6.3100,11.5000,86,,,,,,,0.2894,4.1000,16.4500,15.2714,80.7143
2022-11-28,21.9000,12.6000,0.1000,7.7400,18.2000,65,,,,,,,0.2509,2.9000,17.2500,15.4786,79.4286
2022-11-29,15.6000,9.9000,0.0000,2.6900,20.7000,45,,,,,,,0.2125,2.9000,12.7500,15.1929,76.4286
2022-11-30,8.9000,4.2000,0.4000,1.6300,18.1000,60,,,,,,,0.1740,3.3000,6.5500,13.9786,73.7143
2022-12-01,7.2000,3.5000,0.1000,5.0300,11.3000,60,,,,,,,0.1355,2.6000,5.3500,12.4786,70.4286
2022-12-02,7.9000,0.2000,0.0000,6.1300,7.6000,77,,,,,,,0.0970,2.2000,4.0500,11.0786,68.8571
2022-12-03,6.4000,4.7000,0.4000,2.0200,12.4000,78,,,,,,,0.0586,1.5000,5.5500,9.7071,67.2857
2022-12-04,11.4000,5.6000,0.0000,6.9000,11.8000,74,,,,,,,0.0201,1.0000,8.5000,8.5714,65.5714
2022-12-05,9.4000,2.6000,0.0000,2.9900,10.4000,85,-0.0184,0.2007,-0.0072,0.0367,-0.0648,0.6710,-0.0184,0.9000,6.0000,6.9643,68.4286
2022-12-06,9.6000,5.8000,0.6000,3.2400,8.9000,82,,,,,,,0.0267,1.5000,7.7000,6.2429,73.7143
2022-12-07,11.6000,5.8000,0.0000,6.6200,6.8000,78,,,,,,,0.0718,1.1000,8.7000,6.5500,76.2857
2022-12-08,13.2000,6.6000,0.0000,7.8300,9.8000,75,,,,,,,0.1169,1.0000,9.9000,7.2000,78.4286
2022-12-09,13.9000,7.9000,0.0000,8.8300,8.8000,71,,,,,,,0.1620,1.0000,10.9000,8.1786,77.5714
2022-12-10,14.1000,7.2000,0.0000,7.6800,12.2000,70,,,,,,,0.2071,0.6000,10.6500,8.9071,76.4286
2022-12-11,13.1000,7.2000,0.9000,5.4000,14.1000,80,,,,,,,0.2522,1.5000,10.1500,9.1429,77.2857
2022-12-12,11.4000,5.8000,0.4000,8.9200,10.7000,67,,,,,,,0.2973,1.9000,8.6000,9.5143,74.7143
2022-12-13,8.9000,6.9000,0.2000,2.3000,10.0000,72,,,,,,,0.3424,1.5000,7.9000,9.5429,73.2857
2022-12-14,12.8000,5.2000,0.0000,8.9000,8.1000,74,,,,,,,0.3875,1.5000,9.0000,9.5857,72.7143
2022-12-15,8.9000,6.8000,0.6000,1.9900,9.8000,85,,,,,,,0.4326,2.1000,7.8500,9.2929,74.1429
2022-12-16,8.9000,5.5000,1.5000,1.6400,19.7000,77,,,,,,,0.4777,3.6000,7.2000,8.7643,75.0000
2022-12-17,8.4000,0.4000,0.0000,9.6900,14.4000,60,0.5228,0.1490,0.3362,1.4292,0.4946,0.7661,0.5228,3.6000,4.4000,7.8714,73.5714
2022-12-18,9.7000,-1.7000,0.0000,10.4400,8.2000,69,,,,,,,0.4914,2.7000,4.0000,6.9929,72.0000
2022-12-19,8.6000,-1.1000,0.9000,6.8800,15.0000,80,,,,,,,0.4599,3.2000,3.7500,6.3000,73.8571
2022-12-20,13.3000,2.7000,0.0000,9.2700,10.7000,69,,,,,,,0.4285,3.0000,8.0000,6.3143,73.4286
2022-12-21,11.9000,-0.8000,0.0000,10.6100,10.9000,74,,,,,,,0.3970,3.0000,5.5500,5.8214,73.4286
2022-12-22,12.4000,-0.3000,0.0000,10.2600,9.8000,84,0.3656,0.1560,0.2418,1.7051,0.3017,0.7455,0.3656,2.4000,6.0500,5.5643,73.2857
2022-12-23,12.1000,0.6000,0.0000,8.9300,8.0000,88,,,,,,,0.3720,0.9000,6.3500,5.4429,74.8571
2022-12-24,13.1000,0.5000,0.0000,9.1100,10.8000,83,,,,,,,0.3785,0.9000,6.8000,5.7857,78.1429
2022-12-25,8.1000,5.6000,3.6000,1.8200,15.1000,80,,,,,,,0.3849,4.5000,6.8500,6.1929,79.7143
2022-12-26,10.5000,2.1000,0.0000,10.1800,9.2000,74,,,,,,,0.3913,3.6000,6.3000,6.5571,78.8571
2022-12-27,8.4000,4.8000,0.8000,3.6400,13.1000,76,,,,,,,0.3978,4.4000,6.6000,6.3571,79.8571
2022-12-28,9.6000,3.2000,0.3000,7.7100,9.6000,79,,,,,,,0.4042,4.7000,6.4000,6.4786,80.5714
2022-12-29,9.6000,1.5000,0.2000,8.7000,8.5000,81,,,,,,,0.4106,4.9000,5.5500,6.4071,80.1429
2022-12-30,7.3000,4.3000,1.5000,2.6900,8.9000,83,,,,,,,0.4171,6.4000,5.8000,6.3286,79.4286
2022-12-31,8.4000,4.8000,1.0000,3.7300,8.6000,90,,,,,,,0.4235,7.4000,6.6000,6.3000,80.4286
2023-01-01,9.5000,3.8000,0.7000,5.9400,6.8000,87,,,,,,,0.4299,4.5000,6.6500,6.2714,81.4286
2023-01-02,11.7000,4.9000,0.0000,7.9800,8.4000,80,,,,,,,0.4364,4.5000,8.3000,6.5571,82.2857
2023-01-03,11.1000,3.8000,0.3000,7.6000,8.8000,76,,,,,,,0.4428,4.0000,7.4500,6.6786,82.2857
2023-01-04,9.4000,5.7000,0.7000,4.1500,9.4000,82,,,,,,,0.4492,4.4000,7.5500,6.8429,82.7143
2023-01-05,12.8000,3.5000,0.0000,8.7400,5.8000,78,,,,,,,0.4557,4.2000,8.1500,7.2143,82.2857
2023-01-06,14.4000,3.9000,0.0000,10.7100,12.0000,79,0.4621,0.1345,0.2995,1.9840,0.4243,0.7896,0.4621,2.7000,9.1500,7.6929,81.7143
2023-01-07,12.0000,4.1000,0.0000,4.3700,5.4000,88,,,,,,,0.3276,1.7000,8.0500,7.9000,81.4286
2023-01-08,12.8000,6.9000,0.2000,4.0600,7.2000,84,,,,,,,0.1930,1.2000,9.8500,8.3571,81.0000
2023-01-09,13.5000,4.7000,0.0000,6.3000,6.4000,83,0.0585,0.0896,0.0315,-0.2295,0.0329,0.8387,0.0585,1.2000,9.1000,8.4714,81.4286
2023-01-10,13.3000,7.7000,0.0000,5.2200,6.2000,83,,,,,,,0.0951,0.9000,10.5000,8.9071,82.4286
2023-01-11,11.7000,7.8000,0.1000,3.6800,6.4000,86,,,,,,,0.1316,0.3000,9.7500,9.2214,83.0000
2023-01-12,15.2000,4.4000,0.0000,10.4400,6.7000,81,,,,,,,0.1682,0.3000,9.8000,9.4571,83.4286
2023-01-13,14.2000,7.8000,0.9000,3.1200,17.0000,72,,,,,,,0.2047,1.2000,11.0000,9.7214,82.4286
2023-01-14,8.2000,3.0000,0.4000,3.1200,9.6000,51,,,,,,,0.2413,1.6000,5.6000,9.3714,77.1429
2023-01-15,6.2000,1.7000,0.0000,8.1600,11.4000,59,,,,,,,0.2779,1.4000,3.9500,8.5286,73.5714
2023-01-16,6.2000,0.6000,0.4000,8.4300,11.1000,62,,,,,,,0.3144,1.8000,3.4000,7.7143,70.5714
2023-01-17,8.1000,0.9000,0.0000,11.4100,10.7000,55,,,,,,,0.3510,1.8000,4.5000,6.8571,66.5714
2023-01-18,8.6000,-1.6000,0.1000,11.7200,8.7000,60,,,,,,,0.3875,1.8000,3.5000,5.9643,62.8571
2023-01-19,9.4000,-2.3000,0.0000,11.8300,6.3000,69,0.4241,0.1539,0.2901,1.8203,0.4033,0.7584,0.4241,1.8000,3.5500,5.0714,61.1429
2023-01-20,9.6000,1.5000,0.0000,9.7600,7.1000,68,,,,,,,0.4264,0.9000,5.5500,4.2929,60.5714
2023-01-21,7.5000,-0.8000,0.1000,4.2900,12.5000,78,,,,,,,0.4288,0.6000,3.3500,3.9714,64.4286
2023-01-22,10.9000,-0.3000,0.0000,11.6200,9.5000,71,,,,,,,0.4311,0.6000,5.3000,4.1643,66.1429
2023-01-23,10.7000,3.4000,0.3000,8.4900,14.8000,68,,,,,,,0.4335,0.5000,7.0500,4.6857,67.0000
2023-01-24,8.3000,1.5000,0.0000,11.9700,11.3000,36,,,,,,,0.4358,0.5000,4.9000,4.7429,64.2857
2023-01-25,9.6000,0.2000,0.0000,10.5900,11.3000,59,,,,,,,0.4382,0.4000,4.9000,4.9429,64.1429
2023-01-26,10.6000,3.3000,0.0000,6.8900,15.8000,64,,,,,,,0.4405,0.4000,6.9500,5.4286,63.4286
2023-01-27,10.9000,1.4000,0.0000,12.6900,14.5000,40,,,,,,,0.4429,0.4000,6.1500,5.5143,59.4286
2023-01-28,12.1000,-2.4000,0.0000,12.7800,10.5000,58,,,,,,,0.4452,0.3000,4.8500,5.7286,56.5714
2023-01-29,13.4000,-1.4000,0.0000,12.9900,11.0000,72,0.4476,0.1478,0.3093,1.7335,0.4306,0.7732,0.4476,0.3000,6.0000,5.8286,56.7143
2023-01-30,13.8000,0.4000,0.0000,12.7900,9.0000,77,,,,,,,0.3984,0.0000,7.1000,5.8357,58.0000
2023-01-31,16.1000,1.2000,0.0000,13.0300,9.0000,74,0.3492,0.1432,0.2384,4.1281,0.3087,0.7727,0.3492,0.0000,8.6500,6.3714,63.4286
2023-02-01,18.1000,3.6000,0.0000,12.6300,17.1000,65,,,,,,,0.3211,0.0000,10.8500,7.2214,64.2857
2023-02-02,15.5000,9.1000,0.0000,10.5200,12.4000,52,,,,,,,0.2929,0.0000,12.3000,7.9857,62.5714
2023-02-03,14.4000,4.6000,0.0000,8.6700,13.1000,69,0.2648,0.1763,0.1912,-5.4446,0.2221,0.7164,0.2648,0.0000,9.5000,8.4643,66.7143
2023-02-04,16.9000,8.6000,0.2000,9.7600,10.7000,67,,,,,,,0.2575,0.2000,12.7500,9.5929,68.0000
2023-02-05,12.4000,8.6000,0.9000,2.0600,11.9000,82,,,,,,,0.2502,1.1000,10.5000,10.2357,69.4286
2023-02-06,13.4000,8.2000,0.4000,4.9300,9.0000,84,,,,,,,0.2428,1.5000,10.8000,10.7643,70.4286
2023-02-07,12.4000,8.9000,5.4000,3.4700,8.1000,90,,,,,,,0.2355,6.9000,10.6500,11.0500,72.7143
2023-02-08,12.4000,9.0000,4.1000,2.4900,9.9000,91,,,,,,,0.2282,11.0000,10.7000,11.0286,76.4286
2023-02-09,15.2000,7.8000,2.3000,9.5900,8.7000,80,,,,,,,0.2209,13.3000,11.5000,10.9143,80.4286
2023-02-10,13.9000,9.1000,2.3000,5.8500,8.7000,86,,,,,,,0.2135,15.6000,11.5000,11.2000,82.8571
2023-02-11,12.4000,9.4000,0.8000,3.1400,11.2000,88,,,,,,,0.2062,16.2000,10.9000,10.9357,85.8571
2023-02-12,10.9000,9.1000,1.6000,2.5500,12.3000,84,,,,,,,0.1989,16.9000,10.0000,10.8643,86.1429
2023-02-13,11.2000,7.2000,2.0000,5.5800,13.0000,78,,,,,,,0.1916,18.5000,9.2000,10.6357,85.2857
2023-02-14,12.0000,2.9000,1.3000,10.1900,10.8000,76,,,,,,,0.1842,14.4000,7.4500,10.1786,83.2857
2023-02-15,11.1000,6.3000,0.0000,6.5200,8.0000,82,,,,,,,0.1769,10.3000,8.7000,9.8929,82.0000
2023-02-16,11.6000,6.4000,0.1000,5.2900,7.6000,85,,,,,,,0.1696,8.1000,9.0000,9.5357,82.7143
2023-02-17,13.4000,6.6000,0.2000,8.2700,9.7000,79,,,,,,,0.1623,6.0000,10.0000,9.3214,81.7143
2023-02-18,16.7000,8.1000,0.0000,12.8400,11.2000,67,,,,,,,0.1550,5.2000,12.4000,9.5357,78.7143
2023-02-19,13.6000,7.4000,0.0000,8.4200,12.5000,51,,,,,,,0.1476,3.6000,10.5000,9.6071,74.0000
2023-02-20,11.6000,8.6000,0.4000,2.9700,10.8000,68,,,,,,,0.1403,2.0000,10.1000,9.7357,72.5714
2023-02-21,9.5000,7.1000,2.9000,2.4100,18.4000,84,,,,,,,0.1330,3.6000,8.3000,9.8571,73.7143
2023-02-22,9.1000,5.9000,1.8000,3.8800,13.9000,87,,,,,,,0.1257,5.4000,7.5000,9.6857,74.4286
2023-02-23,11.9000,5.2000,0.0000,8.3100,5.9000,84,,,,,,,0.1183,5.3000,8.5500,9.6214,74.2857
2023-02-24,18.5000,6.5000,0.0000,15.1600,9.0000,74,,,,,,,0.1110,5.1000,12.5000,9.9786,73.5714
2023-02-25,17.1000,8.4000,0.0000,13.3400,10.8000,71,0.1037,0.2473,0.0601,-0.2604,0.0311,0.6086,0.1037,5.1000,12.7500,10.0286,74.1429
2023-02-26,17.6000,6.6000,0.0000,11.0200,14.5000,76,,,,,,,0.1443,5.1000,12.1000,10.2571,77.7143
2023-02-27,16.3000,11.3000,0.0000,6.9000,14.8000,65,,,,,,,0.1850,4.7000,13.8000,10.7857,77.2857
2023-02-28,16.4000,10.4000,0.0000,6.2900,12.6000,62,,,,,,,0.2256,1.8000,13.4000,11.5143,74.1429
2023-03-01,16.5000,9.9000,0.1000,11.0100,11.2000,61,,,,,,,0.2662,0.1000,13.2000,12.3286,70.4286
2023-03-02,16.9000,8.7000,1.1000,9.4800,15.5000,70,,,,,,,0.3069,1.2000,12.8000,12.9357,68.4286
2023-03-03,18.9000,5.3000,0.1000,16.6500,8.8000,74,,,,,,,0.3475,1.3000,12.1000,12.8786,68.4286
2023-03-04,19.6000,7.2000,0.1000,14.5300,9.8000,75,,,,,,,0.3882,1.4000,13.4000,12.9714,69.0000
2023-03-05,21.3000,9.2000,0.0000,14.9700,9.5000,71,0.4288,0.1821,0.2999,3.8951,0.3750,0.7280,0.4288,1.4000,15.2500,13.4214,68.2857
2023-03-06,21.7000,12.7000,0.1000,14.1400,10.5000,68,,,,,,,0.3958,1.5000,17.2000,13.9071,68.7143
2023-03-07,19.0000,12.4000,0.5000,7.3000,10.1000,81,,,,,,,0.3627,2.0000,15.7000,14.2357,71.4286
2023-03-08,24.8000,12.0000,0.8000,16.6100,9.3000,71,,,,,,,0.3297,2.7000,18.4000,14.9786,72.8571
2023-03-09,22.4000,11.6000,0.2000,9.7600,13.7000,75,,,,,,,0.2967,1.8000,17.0000,15.5786,73.5714
2023-03-10,22.2000,14.6000,0.0000,13.7100,13.1000,74,,,,,,,0.2636,1.7000,18.4000,16.4786,73.5714
2023-03-11,24.3000,11.1000,8.8000,14.0800,27.3000,79,,,,,,,0.2306,10.4000,17.7000,17.0929,74.1429
2023-03-12,14.2000,8.5000,1.7000,7.4300,21.6000,64,,,,,,,0.1976,12.1000,11.3500,16.5357,73.1429
2023-03-13,17.6000,4.7000,0.0000,18.1700,12.3000,73,,,,,,,0.1646,12.0000,11.1500,15.6714,73.8571
2023-03-14,19.1000,6.7000,0.0000,11.4400,10.8000,75,,,,,,,0.1315,11.5000,12.9000,15.2714,73.0000
2023-03-15,21.6000,6.8000,0.1000,13.4600,9.2000,72,0.0985,0.1508,0.0646,-0.2546,0.0361,0.7421,0.0985,10.8000,14.2000,14.6714,73.1429
2023-03-16,20.6000,13.4000,0.8000,9.8300,13.3000,64,,,,,,,0.1328,11.4000,17.0000,14.6714,71.5714
2023-03-17,14.5000,11.4000,0.1000,4.0000,9.4000,66,,,,,,,0.1672,11.5000,12.9500,13.8929,70.4286
2023-03-18,15.4000,11.4000,2.2000,4.0000,11.0000,82,,,,,,,0.2015,4.9000,13.4000,13.2786,70.8571
2023-03-19,17.5000,11.6000,2.3000,5.9800,10.1000,85,,,,,,,0.2358,5.5000,14.5500,13.7357,73.8571
2023-03-20,17.0000,12.0000,1.1000,5.3500,12.4000,85,,,,,,,0.2702,6.6000,14.5000,14.2143,75.5714
2023-03-21,20.8000,9.4000,0.6000,12.0500,10.8000,79,,,,,,,0.3045,7.2000,15.1000,14.5286,76.1429
2023-03-22,16.8000,12.4000,2.5000,4.0500,14.3000,75,,,,,,,0.3388,9.6000,14.6000,14.5857,76.5714
2023-03-23,14.6000,10.8000,3.8000,4.2200,10.1000,80,,,,,,,0.3732,12.6000,12.7000,13.9714,78.8571
2023-03-24,17.1000,9.1000,5.9000,13.6500,12.0000,74,,,,,,,0.4075,18.4000,13.1000,13.9929,80.0000
2023-03-25,18.1000,10.4000,1.3000,12.7300,10.8000,73,,,,,,,0.4418,17.5000,14.2500,14.1143,78.7143
2023-03-26,12.5000,9.4000,7.8000,2.3200,12.5000,86,,,,,,,0.4762,23.0000,10.9500,13.6000,78.8571
2023-03-27,17.3000,8.6000,1.1000,11.3400,11.3000,78,0.5105,0.1934,0.3183,1.3931,0.4652,0.7679,0.5105,23.0000,12.9500,13.3786,77.8571
2023-03-28,16.6000,10.2000,2.1000,8.6900,6.8000,83,,,,,,,0.3950,24.5000,13.4000,13.1357,78.4286
2023-03-29,20.6000,9.6000,0.0000,17.8100,6.6000,75,,,,,,,0.2796,22.0000,15.1000,13.2071,78.4286
2023-03-30,20.0000,10.2000,0.2000,12.5500,16.9000,75,0.1641,0.2383,0.1087,-0.7102,0.1001,0.6302,0.1641,18.4000,15.1000,13.5500,77.7143
2023-03-31,21.9000,11.8000,0.0000,11.4000,7.2000,73,,,,,,,0.3333,12.5000,16.8500,14.0857,77.5714
2023-04-01,23.5000,10.9000,0.0000,16.2400,11.9000,73,0.5026,0.1958,0.3355,3.5724,0.4354,0.7082,0.5026,11.2000,17.2000,14.5071,77.5714
2023-04-02,25.0000,14.9000,0.0000,14.6200,19.5000,68,,,,,,,0.4969,3.4000,19.9500,15.7929,75.0000
2023-04-03,20.2000,14.4000,0.0000,8.0700,16.7000,64,,,,,,,0.4911,2.3000,17.3000,16.4143,73.0000
2023-04-04,23.5000,13.5000,0.0000,18.4400,13.0000,51,0.4854,0.2047,0.3400,2.1977,0.4307,0.6864,0.4854,0.2000,18.5000,17.1429,68.4286
2023-04-05,17.9000,12.2000,7.4000,3.4100,21.8000,76,,,,,,,0.4629,7.6000,15.0500,17.1357,68.5714
