date,temperature_2m_max,temperature_2m_min,precipitation_sum,shortwave_radiation_sum,wind_speed_10m_max,relative_humidity_2m_mean,ndvi_mean,ndmi_mean,ndre_mean,evi_mean,gndvi_mean,msi_mean,ndvi_mean_daily,precip_7d,tmean,tmean_7d,rh_7d
2020-10-12,19.9000,16.3000,0.1000,7.1600,10.6000,80,,,,,,,0.4065,14.9000,18.1000,17.2429,83.8571
2020-10-13,19.9000,14.8000,1.8000,7.9200,12.3000,79,,,,,,,0.4115,12.2000,17.3500,17.4286,83.2857
2020-10-14,17.5000,14.3000,2.2000,5.7800,9.4000,83,,,,,,,0.4164,8.7000,15.9000,17.3000,83.5714
2020-10-15,18.5000,12.9000,0.3000,10.0700,9.7000,71,,,,,,,0.4214,8.2000,15.7000,17.0857,82.0000
2020-10-16,19.8000,13.7000,0.0000,8.7300,11.3000,72,,,,,,,0.4263,7.5000,16.7500,17.0500,79.4286
2020-10-17,17.9000,13.8000,0.3000,8.8600,8.8000,73,,,,,,,0.4313,5.3000,15.8500,16.8143,77.5714
2020-10-18,19.0000,11.9000,0.9000,12.1100,7.7000,80,,,,,,,0.4362,5.6000,15.4500,16.4429,76.8571
2020-10-19,18.3000,13.7000,3.5000,7.5500,5.4000,85,,,,,,,0.4412,9.0000,16.0000,16.1429,77.5714
2020-10-20,16.0000,13.4000,6.4000,3.8900,13.4000,85,,,,,,,0.4461,13.6000,14.7000,15.7643,78.4286
2020-10-21,22.2000,11.2000,0.0000,16.8800,12.7000,68,0.4511,0.0734,0.2754,1.6177,0.4158,0.8950,0.4511,11.4000,16.7000,15.8786,76.2857
2020-10-22,20.9000,10.9000,0.0000,15.8000,9.0000,81,,,,,,,0.4480,11.1000,15.9000,15.9071,77.7143
2020-10-23,19.2000,10.3000,0.1000,8.4200,7.1000,84,,,,,,,0.4450,11.2000,14.7500,15.6214,79.4286
2020-10-24,20.7000,14.3000,0.0000,9.2400,9.7000,79,,,,,,,0.4419,10.9000,17.5000,15.8571,80.2857
2020-10-25,20.7000,13.7000,0.0000,10.2700,7.6000,77,,,,,,,0.4388,10.0000,17.2000,16.1071,79.8571
2020-10-26,20.8000,15.6000,0.0000,5.3300,8.0000,81,,,,,,,0.4358,6.5000,18.2000,16.4214,79.2857
2020-10-27,16.9000,13.7000,0.3000,4.6200,13.4000,74,,,,,,,0.4327,0.4000,15.3000,16.5071,77.7143
2020-10-28,19.5000,13.2000,0.0000,11.7500,8.6000,74,,,,,,,0.4296,0.4000,16.3500,16.4571,78.5714
2020-10-29,18.9000,11.1000,0.0000,12.9900,6.7000,76,,,,,,,0.4266,0.4000,15.0000,16.3286,77.8571
2020-10-30,18.8000,12.8000,0.7000,8.5500,10.8000,85,,,,,,,0.4235,1.0000,15.8000,16.4786,78.0000
2020-10-31,19.5000,14.4000,0.6000,8.0600,9.1000,76,,,,,,,0.4205,1.6000,16.9500,16.4000,77.5714
2020-11-01,20.0000,14.1000,0.0000,7.6400,10.0000,70,,,,,,,0.4174,1.6000,17.0500,16.3786,76.5714
2020-11-02,18.7000,13.3000,0.0000,6.8900,6.8000,75,,,,,,,0.4143,1.6000,16.0000,16.0643,75.7143
2020-11-03,17.0000,12.6000,0.1000,6.2400,12.2000,76,,,,,,,0.4113,1.4000,14.8000,15.9929,76.0000
2020-11-04,14.6000,11.4000,2.3000,3.8000,10.5000,86,,,,,,,0.4082,3.7000,13.0000,15.5143,77.7143
2020-11-05,14.6000,11.9000,0.5000,3.0600,9.5000,85,,,,,,,0.4051,4.2000,13.2500,15.2643,79.0000
2020-11-06,20.7000,11.8000,0.1000,13.5100,7.4000,74,,,,,,,0.4021,3.6000,16.2500,15.3286,77.4286
2020-11-07,21.0000,12.7000,0.0000,14.4100,6.8000,74,0.3990,0.0265,0.2335,1.9624,0.3610,0.9901,0.3990,3.0000,16.8500,15.3143,77.1429
2020-11-08,19.5000,13.4000,1.6000,9.4900,10.4000,81,,,,,,,0.3980,4.6000,16.4500,15.2286,78.7143
2020-11-09,20.8000,13.4000,2.9000,10.4100,9.0000,83,,,,,,,0.3969,7.5000,17.1000,15.3857,79.8571
2020-11-10,20.2000,14.4000,0.0000,7.0300,8.1000,83,,,,,,,0.3959,7.4000,17.3000,15.7429,80.8571
2020-11-11,21.7000,13.9000,0.0000,10.8400,8.7000,82,,,,,,,0.3948,5.1000,17.8000,16.4286,80.2857
2020-11-12,21.2000,14.1000,0.0000,8.8700,8.4000,81,,,,,,,0.3938,4.6000,17.6500,17.0571,79.7143
2020-11-13,19.0000,13.4000,0.1000,5.4600,10.5000,82,,,,,,,0.3927,4.6000,16.2000,17.0500,80.8571
2020-11-14,21.2000,13.4000,0.0000,10.7100,8.0000,77,,,,,,,0.3917,4.6000,17.3000,17.1143,81.2857
2020-11-15,21.3000,13.8000,0.3000,10.0600,9.6000,79,,,,,,,0.3906,3.3000,17.5500,17.2714,81.0000
2020-11-16,20.4000,12.7000,0.0000,8.6800,7.5000,82,,,,,,,0.3896,0.4000,16.5500,17.1929,80.8571
2020-11-17,20.0000,12.9000,0.0000,7.6600,10.5000,80,,,,,,,0.3886,0.4000,16.4500,17.0714,80.4286
2020-11-18,19.0000,13.4000,0.4000,9.0100,13.7000,64,,,,,,,0.3875,0.8000,16.2000,16.8429,77.8571
2020-11-19,20.2000,11.6000,1.0000,13.2000,9.3000,69,,,,,,,0.3865,1.8000,15.9000,16.5929,76.1429
2020-11-20,18.3000,12.9000,0.0000,7.6100,14.5000,70,,,,,,,0.3854,1.7000,15.6000,16.5071,74.4286
2020-11-21,13.6000,9.8000,2.1000,2.0900,14.9000,73,,,,,,,0.3844,3.8000,11.7000,15.7071,73.8571
2020-11-22,9.5000,6.6000,0.2000,4.0600,10.8000,64,,,,,,,0.3833,3.7000,8.0500,14.3500,71.7143
2020-11-23,9.5000,5.2000,0.0000,5.7600,8.7000,72,,,,,,,0.3823,3.7000,7.3500,13.0357,70.2857
2020-11-24,10.4000,5.2000,0.0000,6.8300,7.3000,74,,,,,,,0.3812,3.7000,7.8000,11.8000,69.4286
2020-11-25,11.4000,6.6000,0.0000,7.3900,8.8000,74,,,,,,,0.3802,3.3000,9.0000,10.7714,70.8571
2020-11-26,13.4000,5.5000,0.1000,10.7200,7.8000,71,,,,,,,0.3792,2.4000,9.4500,9.8500,71.1429
2020-11-27,10.8000,8.2000,0.0000,3.6500,9.0000,74,,,,,,,0.3781,2.4000,9.5000,8.9786,71.7143
2020-11-28,11.6000,7.2000,1.7000,7.2100,14.0000,79,,,,,,,0.3771,2.0000,9.4000,8.6500,72.5714
2020-11-29,10.1000,3.9000,0.0000,3.6300,8.1000,84,,,,,,,0.3760,1.8000,7.0000,8.5000,75.4286
2020-11-30,9.2000,7.8000,1.6000,1.9700,12.8000,90,,,,,,,0.3750,3.4000,8.5000,8.6643,78.0000
2020-12-01,10.2000,6.4000,1.1000,2.8400,11.8000,89,,,,,,,0.3739,4.5000,8.3000,8.7357,80.1429
2020-12-02,8.7000,7.8000,7.4000,1.4900,13.0000,93,,,,,,,0.3729,11.9000,8.2500,8.6286,82.8571
2020-12-03,8.1000,5.4000,6.1000,2.7800,14.5000,85,,,,,,,0.3719,17.9000,6.7500,8.2429,84.8571
2020-12-04,6.8000,4.8000,1.4000,2.0800,12.7000,89,,,,,,,0.3708,19.3000,5.8000,7.7143,87.0000
2020-12-05,8.9000,4.1000,0.6000,4.3100,10.9000,87,,,,,,,0.3698,18.2000,6.5000,7.3000,88.1429
2020-12-06,8.0000,5.8000,1.9000,2.7100,8.6000,88,,,,,,,0.3687,20.1000,6.9000,7.2857,88.7143
2020-12-07,9.1000,4.2000,1.1000,4.5000,12.5000,81,,,,,,,0.3677,19.6000,6.6500,7.0214,87.4286
2020-12-08,9.0000,2.0000,0.2000,4.0600,7.2000,90,,,,,,,0.3666,18.7000,5.5000,6.6214,87.5714
2020-12-09,8.5000,5.8000,0.6000,2.5800,10.3000,89,,,,,,,0.3656,11.9000,7.1500,6.4643,87.0000
2020-12-10,11.8000,4.4000,0.0000,9.3500,11.9000,73,,,,,,,0.3645,5.8000,8.1000,6.6571,85.2857
2020-12-11,11.2000,6.6000,0.0000,6.3400,8.6000,71,,,,,,,0.3635,4.4000,8.9000,7.1000,82.7143
2020-12-12,10.2000,4.7000,0.0000,4.5400,9.4000,82,,,,,,,0.3625,3.8000,7.4500,7.2357,82.0000
2020-12-13,11.1000,4.6000,2.4000,3.6800,20.2000,78,,,,,,,0.3614,4.3000,7.8500,7.3714,80.5714
2020-12-14,6.7000,3.0000,2.4000,5.2100,17.5000,80,,,,,,,0.3604,5.6000,4.8500,7.1143,80.4286
2020-12-15,6.5000,2.8000,0.5000,3.9200,12.2000,83,,,,,,,0.3593,5.9000,4.6500,6.9929,79.4286
2020-12-16,5.5000,3.7000,3.0000,2.6200,10.7000,89,,,,,,,0.3583,8.3000,4.6000,6.6286,79.4286
2020-12-17,5.4000,3.0000,3.2000,2.9800,12.4000,88,,,,,,,0.3572,11.5000,4.2000,6.0714,81.5714
2020-12-18,8.4000,1.8000,0.0000,8.7100,13.8000,72,,,,,,,0.3562,11.5000,5.1000,5.5286,81.7143
2020-12-19,8.6000,1.5000,0.0000,10.5500,10.4000,68,,,,,,,0.3551,11.5000,5.0500,5.1857,79.7143
2020-12-20,8.9000,-1.5000,0.1000,8.3400,8.6000,75,0.3541,0.1849,0.2282,0.9597,0.2716,0.6994,0.3541,9.2000,3.7000,4.5929,79.2857
2020-12-21,8.5000,-1.0000,0.1000,8.4500,7.6000,82,,,,,,,0.3515,6.9000,3.7500,4.4357,79.5714
2020-12-22,7.5000,2.5000,0.0000,4.0900,5.9000,83,,,,,,,0.3489,6.4000,5.0000,4.4857,79.5714
2020-12-23,12.2000,2.6000,0.0000,12.1700,9.8000,76,,,,,,,0.3462,3.4000,7.4000,4.8857,77.7143
2020-12-24,10.8000,0.4000,0.0000,9.4600,6.5000,82,,,,,,,0.3436,0.2000,5.6000,5.0857,76.8571
2020-12-25,8.6000,4.5000,0.0000,3.1700,10.4000,85,,,,,,,0.3410,0.2000,6.5500,5.2929,78.7143
2020-12-26,10.2000,3.0000,0.0000,6.9200,8.4000,83,,,,,,,0.3384,0.2000,6.6000,5.5143,80.8571
2020-12-27,10.4000,-0.2000,0.2000,8.8300,6.3000,84,,,,,,,0.3357,0.3000,5.1000,5.7143,82.1429
2020-12-28,9.6000,4.7000,0.6000,6.1300,12.5000,83,,,,,,,0.3331,0.8000,7.1500,6.2000,82.2857
2020-12-29,7.9000,2.5000,1.9000,5.0600,9.0000,80,,,,,,,0.3305,2.7000,5.2000,6.2286,81.8571
2020-12-30,6.1000,1.1000,0.0000,6.6100,12.1000,59,,,,,,,0.3279,2.7000,3.6000,5.6857,79.4286
2020-12-31,7.9000,1.9000,0.0000,8.7500,9.4000,66,,,,,,,0.3252,2.7000,4.9000,5.5857,77.1429
2021-01-01,8.4000,-0.8000,0.0000,9.7200,7.6000,76,0.3226,0.1888,0.2073,-3.9993,0.2351,0.6942,0.3226,2.7000,3.8000,5.1929,75.8571
2021-01-02,6.2000,2.2000,0.6000,3.5900,11.6000,84,,,,,,,0.3283,3.3000,4.2000,4.8500,76.0000
2021-01-03,10.4000,2.9000,0.0000,11.4500,9.8000,71,,,,,,,0.3339,3.1000,6.6500,5.0714,74.1429
2021-01-04,8.6000,1.0000,0.0000,7.6400,11.5000,77,,,,,,,0.3396,2.5000,4.8000,4.7357,73.2857
2021-01-05,9.8000,3.7000,0.0000,6.6700,13.4000,73,,,,,,,0.3452,0.6000,6.7500,4.9571,72.2857
2021-01-06,7.1000,4.0000,2.5000,2.6500,17.8000,83,,,,,,,0.3509,3.1000,5.5500,5.2357,75.7143
2021-01-07,3.2000,0.5000,4.2000,4.6100,21.4000,79,,,,,,,0.3566,7.3000,1.8500,4.8000,77.5714
2021-01-08,4.4000,-0.3000,0.2000,7.7000,12.7000,68,,,,,,,0.3622,7.5000,2.0500,4.5500,76.4286
2021-01-09,5.2000,-2.3000,0.0000,6.4700,10.9000,75,,,,,,,0.3679,6.9000,1.4500,4.1571,75.1429
2021-01-10,6.4000,-1.5000,0.0000,7.6400,12.5000,68,,,,,,,0.3735,6.9000,2.4500,3.5571,74.7143
2021-01-11,7.2000,-1.3000,0.0000,13.2400,10.7000,50,0.3792,0.1254,0.2452,3.0812,0.3287,0.7956,0.3792,6.9000,2.9500,3.2929,70.8571
2021-01-12,8.1000,-4.6000,0.0000,13.5300,7.6000,72,,,,,,,0.3736,6.9000,1.7500,2.5786,70.7143
2021-01-13,9.2000,-3.0000,0.0000,13.5500,8.1000,78,,,,,,,0.3679,4.4000,3.1000,2.2286,70.0000
2021-01-14,11.4000,-2.5000,0.0000,13.6800,7.6000,79,0.3623,0.1527,0.2406,1.7770,0.2943,0.7559,0.3623,0.2000,4.4500,2.6000,70.0000
2021-01-15,13.3000,1.2000,0.0000,13.4800,11.4000,75,,,,,,,0.2972,0.0000,7.2500,3.3429,71.0000
2021-01-16,10.6000,1.3000,0.8000,5.1700,17.3000,67,,,,,,,0.2322,0.8000,5.9500,3.9857,69.8571
2021-01-17,10.2000,0.9000,0.7000,13.1300,15.7000,66,,,,,,,0.1671,1.5000,5.5500,4.4286,69.5714
2021-01-18,9.1000,-2.8000,0.0000,12.5700,9.7000,79,,,,,,,0.1021,1.5000,3.1500,4.4571,73.7143
2021-01-19,7.3000,-0.3000,0.0000,5.8600,8.2000,82,0.0370,0.2590,0.0196,-0.0994,-0.0342,0.5903,0.0370,1.5000,3.5000,4.7071,75.1429
2021-01-20,11.1000,2.2000,0.0000,5.3100,6.8000,73,,,,,,,0.1452,1.5000,6.6500,5.2143,74.4286
2021-01-21,14.8000,3.7000,0.0000,13.3700,8.7000,72,0.2534,0.1515,0.1581,-1.6380,0.2019,0.7438,0.2534,1.5000,9.2500,5.9000,73.4286
2021-01-22,15.6000,2.2000,0.0000,14.4000,11.6000,77,,,,,,,0.2673,1.5000,8.9000,6.1357,73.7143
2021-01-23,11.7000,4.8000,0.0000,6.6100,13.5000,82,,,,,,,0.2812,0.7000,8.2500,6.4643,75.8571
2021-01-24,12.1000,6.7000,0.2000,4.7700,14.0000,78,,,,,,,0.2951,0.2000,9.4000,7.0143,77.5714
2021-01-25,11.4000,7.1000,1.4000,6.0200,9.7000,76,,,,,,,0.3090,1.6000,9.2500,7.8857,77.1429
2021-01-26,11.7000,5.2000,0.5000,8.0200,8.4000,76,,,,,,,0.3228,2.1000,8.4500,8.5929,76.2857
2021-01-27,11.9000,6.2000,2.6000,8.5100,9.4000,79,,,,,,,0.3367,4.7000,9.0500,8.9357,77.1429
2021-01-28,12.9000,2.3000,0.1000,12.8200,8.0000,72,,,,,,,0.3506,4.8000,7.6000,8.7000,77.1429
2021-01-29,10.1000,5.6000,1.8000,3.5500,14.7000,86,,,,,,,0.3645,6.6000,7.8500,8.5500,78.4286
2021-01-30,12.8000,6.7000,1.6000,6.8200,10.2000,76,,,,,,,0.3784,8.2000,9.7500,8.7643,77.5714
2021-01-31,13.5000,5.2000,0.1000,12.2200,10.0000,67,0.3923,0.1100,0.2521,2.8737,0.3488,0.8299,0.3923,8.1000,9.3500,8.7571,76.0000
2021-02-01,14.4000,3.0000,0.0000,13.1200,8.4000,79,,,,,,,0.3167,6.7000,8.7000,8.6786,76.4286
2021-02-02,13.9000,6.8000,0.1000,7.7500,6.8000,75,,,,,,,0.2412,6.3000,10.3500,8.9500,76.2857
2021-02-03,13.6000,4.7000,0.2000,7.4800,11.5000,81,0.1656,0.2006,0.1386,-0.7021,0.1008,0.6734,0.1656,3.9000,9.1500,8.9643,76.5714
2021-02-04,12.7000,6.8000,0.1000,4.9300,15.3000,82,,,,,,,0.2797,3.9000,9.7500,9.2714,78.0000
2021-02-05,16.1000,4.9000,0.0000,15.8100,10.1000,71,0.3939,0.1218,0.2562,2.5966,0.3531,0.8126,0.3939,2.1000,10.5000,9.6500,75.8571
2021-02-06,15.7000,3.6000,0.0000,14.2800,12.3000,67,,,,,,,0.3786,0.5000,9.6500,9.6357,74.5714
2021-02-07,18.1000,6.9000,0.0000,14.7700,8.4000,62,,,,,,,0.3633,0.4000,12.5000,10.0857,73.8571
2021-02-08,17.6000,4.3000,0.0000,14.9400,10.0000,69,,,,,,,0.3479,0.4000,10.9500,10.4071,72.4286
2021-02-09,16.0000,5.2000,0.1000,11.1400,7.9000,78,,,,,,,0.3326,0.4000,10.6000,10.4429,72.8571
2021-02-10,17.2000,7.9000,0.0000,13.4300,9.3000,75,0.3173,0.1488,0.2231,-5.6255,0.2599,0.7614,0.3173,0.2000,12.5500,10.9286,72.0000
2021-02-11,15.2000,9.9000,0.0000,5.1200,7.9000,78,,,,,,,0.3286,0.1000,12.5500,11.3286,71.4286
2021-02-12,18.2000,5.8000,0.0000,13.0100,10.5000,80,,,,,,,0.3399,0.1000,12.0000,11.5429,72.7143
2021-02-13,17.0000,10.6000,1.6000,8.9200,10.7000,77,,,,,,,0.3511,1.7000,13.8000,12.1357,74.1429
2021-02-14,17.9000,5.3000,0.0000,13.9400,11.2000,78,,,,,,,0.3624,1.7000,11.6000,12.0071,76.4286
2021-02-15,15.0000,10.9000,3.6000,8.4900,13.2000,73,,,,,,,0.3737,5.3000,12.9500,12.2929,77.0000
2021-02-16,18.5000,7.3000,0.3000,17.5000,11.1000,61,,,,,,,0.3850,5.5000,12.9000,12.6214,74.5714
2021-02-17,17.5000,9.4000,0.2000,9.4300,10.9000,67,,,,,,,0.3962,5.7000,13.4500,12.7500,73.4286
2021-02-18,16.4000,8.6000,0.6000,11.9800,10.4000,73,0.4075,0.2437,0.2725,0.7023,0.3327,0.6416,0.4075,6.3000,12.5000,12.7429,72.7143
2021-02-19,18.1000,8.9000,2.3000,15.3400,9.8000,75,,,,,,,0.4243,8.6000,13.5000,12.9571,72.0000
2021-02-20,19.2000,7.3000,0.4000,16.1000,10.5000,74,0.4410,0.1455,0.2961,3.6995,0.3846,0.7869,0.4410,7.4000,13.2500,12.8786,71.5714
2021-02-21,20.8000,7.8000,0.0000,15.1400,7.1000,72,,,,,,,0.4104,7.4000,14.3000,13.2643,70.7143
2021-02-22,22.0000,8.9000,0.0000,13.3200,11.2000,72,,,,,,,0.3798,3.8000,15.4500,13.6214,70.5714
2021-02-23,23.8000,10.9000,0.0000,17.7400,9.0000,68,0.3492,0.2003,0.2568,-4.9417,0.2704,0.6899,0.3492,3.5000,17.3500,14.2571,71.5714
2021-02-24,21.9000,13.4000,1.0000,7.6300,18.7000,72,,,,,,,0.3483,4.3000,17.6500,14.8571,72.2857
2021-02-25,15.4000,11.6000,6.2000,4.8100,15.5000,77,,,,,,,0.3474,9.9000,13.5000,15.0000,72.8571
2021-02-26,14.2000,8.9000,4.0000,8.5800,11.4000,75,,,,,,,0.3465,11.6000,11.5500,14.7214,72.8571
2021-02-27,11.4000,8.2000,0.0000,4.6700,13.7000,72,,,,,,,0.3456,11.2000,9.8000,14.2286,72.5714
2021-02-28,11.7000,7.5000,1.2000,5.1000,18.7000,73,,,,,,,0.3447,12.4000,9.6000,13.5571,72.7143
2021-03-01,15.4000,7.6000,0.0000,16.4800,12.8000,56,,,,,,,0.3438,12.4000,11.5000,12.9929,70.4286
2021-03-02,15.1000,7.3000,1.8000,14.0500,9.9000,65,,,,,,,0.3429,14.2000,11.2000,12.1143,70.0000
2021-03-03,13.8000,6.8000,1.1000,9.9900,6.4000,79,,,,,,,0.3420,14.3000,10.3000,11.0643,71.0000
2021-03-04,13.4000,9.2000,0.4000,5.5700,10.1000,78,,,,,,,0.3411,8.5000,11.3000,10.7500,71.1429
2021-03-05,18.5000,8.6000,0.2000,15.1900,8.6000,72,0.3402,0.2115,0.2336,-1.9307,0.2679,0.6722,0.3402,4.7000,13.5500,11.0357,70.7143
2021-03-06,16.4000,11.2000,5.4000,9.7800,7.8000,77,,,,,,,0.3506,10.1000,13.8000,11.6071,71.4286
2021-03-07,14.1000,10.1000,1.4000,5.5200,8.7000,84,,,,,,,0.3611,10.3000,12.1000,11.9643,73.0000
2021-03-08,14.8000,10.0000,0.2000,6.9400,11.6000,86,,,,,,,0.3715,10.5000,12.4000,12.0929,77.2857
2021-03-09,13.1000,10.3000,2.4000,3.0000,5.6000,91,,,,,,,0.3820,11.1000,11.7000,12.1643,81.0000
2021-03-10,15.6000,10.6000,1.8000,6.2000,6.9000,86,,,,,,,0.3924,11.8000,13.1000,12.5643,82.0000
2021-03-11,18.1000,9.3000,0.1000,12.1600,8.8000,78,,,,,,,0.4028,11.5000,13.7000,12.9071,82.0000
2021-03-12,19.0000,11.7000,2.3000,11.3300,11.6000,80,,,,,,,0.4133,13.6000,15.3500,13.1643,83.1429
2021-03-13,21.1000,8.9000,0.0000,13.7000,8.3000,80,,,,,,,0.4237,8.2000,15.0000,13.3357,83.5714
2021-03-14,20.8000,13.1000,0.8000,8.9500,13.8000,79,,,,,,,0.4342,7.6000,16.9500,14.0286,82.8571
2021-03-15,23.9000,12.6000,0.8000,18.4600,8.9000,77,0.4446,0.1963,0.3071,4.1878,0.3767,0.7002,0.4446,8.2000,18.2500,14.8643,81.5714
2021-03-16,24.1000,13.1000,0.5000,14.8800,10.7000,75,,,,,,,0.4481,6.3000,18.6000,15.8500,79.2857
2021-03-17,22.9000,16.5000,3.0000,10.3100,17.7000,84,,,,,,,0.4515,7.5000,19.7000,16.7929,79.0000
2021-03-18,22.5000,15.3000,2.4000,12.4300,16.9000,76,,,,,,,0.4549,9.8000,18.9000,17.5357,78.7143
2021-03-19,16.2000,13.4000,4.7000,5.2800,18.8000,77,,,,,,,0.4584,12.2000,14.8000,17.4571,78.2857
2021-03-20,13.3000,8.4000,2.7000,4.9100,11.6000,71,,,,,,,0.4618,14.9000,10.8500,16.8643,77.0000
2021-03-21,13.4000,7.4000,1.3000,7.9000,15.6000,66,,,,,,,0.4653,15.4000,10.4000,15.9286,75.1429
2021-03-22,15.2000,4.6000,0.5000,16.9000,8.0000,69,,,,,,,0.4688,15.1000,9.9000,14.7357,74.0000
2021-03-23,17.6000,5.1000,0.0000,22.3900,9.4000,72,,,,,,,0.4722,14.6000,11.3500,13.7000,73.5714
2021-03-24,17.9000,7.7000,0.4000,13.5400,10.2000,74,,,,,,,0.4757,12.0000,12.8000,12.7143,72.1429
2021-03-25,20.4000,11.1000,0.0000,12.6700,13.1000,75,,,,,,,0.4791,9.6000,15.7500,12.2643,72.0000
2021-03-26,17.8000,11.9000,2.0000,7.6400,11.3000,74,,,,,,,0.4825,6.9000,14.8500,12.2714,71.5714
2021-03-27,23.0000,11.1000,0.0000,21.4500,13.4000,65,0.4860,0.1827,0.3190,1.9297,0.4345,0.7224,0.4860,4.2000,17.0500,13.1571,70.7143
2021-03-28,24.3000,12.4000,0.0000,22.6700,8.9000,67,,,,,,,0.4260,2.9000,18.3500,14.2929,70.8571
2021-03-29,27.1000,12.7000,0.0000,22.1300,10.9000,60,,,,,,,0.3661,2.4000,19.9000,15.7214,69.5714
2021-03-30,28.2000,16.2000,0.5000,19.0600,21.4000,62,0.3061,0.1796,0.2169,-2.0612,0.2493,0.7099,0.3061,2.9000,22.2000,17.2714,68.1429
2021-03-31,20.7000,15.2000,16.1000,8.8800,17.2000,81,,,,,,,0.3103,18.6000,17.9500,18.0071,69.1429
2021-04-01,16.5000,13.9000,2.8000,5.4300,12.0000,77,,,,,,,0.3144,21.4000,15.2000,17.9286,69.4286
2021-04-02,16.0000,12.9000,0.1000,5.9700,8.4000,76,,,,,,,0.3186,19.5000,14.4500,17.8714,69.7143
2021-04-03,18.8000,11.1000,0.0000,14.0200,9.3000,66,,,,,,,0.3228,19.5000,14.9500,17.5714,69.8571
2021-04-04,16.1000,12.6000,0.4000,6.0100,11.9000,73,,,,,,,0.3269,19.9000,14.3500,17.0000,70.7143
2021-04-05,19.2000,11.1000,0.0000,14.4000,10.1000,74,,,,,,,0.3311,19.9000,15.1500,16.3214,72.7143
2021-04-06,15.5000,12.4000,5.6000,4.7700,10.4000,90,,,,,,,0.3352,25.0000,13.9500,15.1429,76.7143
2021-04-07,21.0000,11.9000,0.4000,14.2100,10.1000,78,,,,,,,0.3394,9.3000,16.4500,14.9286,76.2857
2021-04-08,20.8000,13.4000,3.7000,15.0100,13.5000,79,,,,,,,0.3436,10.2000,17.1000,15.2000,76.5714
2021-04-09,16.5000,14.1000,9.1000,3.9000,11.7000,87,,,,,,,0.3477,19.2000,15.3000,15.3214,78.1429
2021-04-10,15.8000,13.1000,2.3000,5.0800,11.9000,89,,,,,,,0.3519,21.5000,14.4500,15.2500,81.4286
2021-04-11,18.1000,12.4000,2.3000,8.3000,9.2000,85,,,,,,,0.3561,23.4000,15.2500,15.3786,83.1429
2021-04-12,20.5000,11.6000,2.7000,14.1500,6.8000,80,,,,,,,0.3602,26.1000,16.0500,15.5071,84.0000
2021-04-13,20.8000,13.1000,4.5000,14.8300,12.6000,82,,,,,,,0.3644,25.0000,16.9500,15.9357,82.8571
2021-04-14,19.5000,13.6000,8.9000,12.5100,14.8000,78,,,,,,,0.3686,33.5000,16.5500,15.9500,82.8571
2021-04-15,17.9000,11.1000,1.4000,7.2900,14.0000,80,,,,,,,0.3727,31.2000,14.5000,15.5786,83.0000
2021-04-16,22.0000,10.8000,2.3000,18.8400,9.3000,72,,,,,,,0.3769,24.4000,16.4000,15.7357,80.8571
2021-04-17,18.2000,14.7000,4.4000,6.1200,7.4000,86,,,,,,,0.3810,26.5000,16.4500,16.0214,80.4286
2021-04-18,19.2000,14.6000,1.8000,11.0300,11.2000,84,,,,,,,0.3852,26.0000,16.9000,16.2571,80.2857
2021-04-19,19.0000,13.9000,0.6000,8.7600,10.8000,84,,,,,,,0.3894,23.9000,16.4500,16.3143,80.8571
2021-04-20,21.8000,12.9000,0.0000,15.5800,8.0000,78,,,,,,,0.3935,19.4000,17.3500,16.3714,80.2857
2021-04-21,23.1000,13.4000,0.0000,16.0300,9.7000,77,0.3977,0.1761,0.2517,2.4515,0.3121,0.7282,0.3977,10.5000,18.2500,16.6143,80.1429
2021-04-22,23.0000,15.1000,1.3000,11.0200,9.1000,83,,,,,,,0.3542,10.4000,19.0500,17.2643,80.5714
2021-04-23,25.0000,16.1000,0.5000,14.9100,16.3000,80,,,,,,,0.3107,8.6000,20.5500,17.8571,81.7143
2021-04-24,25.0000,17.0000,0.8000,16.6700,17.7000,67,,,,,,,0.2672,5.0000,21.0000,18.5071,79.0000
2021-04-25,20.8000,15.5000,2.0000,12.8100,17.4000,72,,,,,,,0.2237,5.2000,18.1500,18.6857,77.2857
2021-04-26,22.4000,13.4000,0.5000,15.6000,14.1000,74,0.1802,0.1293,0.1045,-0.9996,0.1130,0.7848,0.1802,5.1000,17.9000,18.8929,75.8571
2021-04-27,24.8000,15.3000,5.9000,22.2800,18.1000,73,,,,,,,0.2942,11.0000,20.0500,19.2786,75.1429
2021-04-28,21.1000,15.2000,6.8000,13.9800,17.2000,71,,,,,,,0.4082,17.8000,18.1500,19.2643,74.2857
2021-04-29,25.5000,10.9000,0.0000,25.6400,10.5000,72,0.5222,0.1605,0.3202,1.6104,0.4739,0.7533,0.5222,16.5000,18.2000,19.1429,72.7143
2021-04-30,28.1000,15.3000,0.0000,21.0900,11.5000,71,,,,,,,0.4953,16.0000,21.7000,19.3071,71.4286
2021-05-01,30.3000,15.9000,2.0000,24.1100,11.5000,68,,,,,,,0.4684,17.2000,23.1000,19.6071,71.5714
2021-05-02,29.3000,18.9000,12.7000,20.1200,18.7000,78,,,,,,,0.4415,27.9000,24.1000,20.4571,72.4286
2021-05-03,28.7000,19.5000,6.3000,17.2500,17.5000,76,,,,,,,0.4146,33.7000,24.1000,21.3429,72.7143
