date,temperature_2m_max,temperature_2m_min,precipitation_sum,shortwave_radiation_sum,wind_speed_10m_max,relative_humidity_2m_mean
2025-04-14,25.700,10.500,0.000,14.590,6.400,69
2025-04-15,29.100,15.300,0.000,20.840,8.000,58
2025-04-16,29.100,14.600,0.200,19.450,6.700,58
2025-04-17,32.000,15.400,0.000,21.980,10.500,60
2025-04-18,33.300,16.400,0.900,19.980,24.900,60
2025-04-19,33.800,18.700,0.100,22.100,13.500,54
2025-04-20,32.200,19.800,0.100,19.770,11.400,62
2025-04-21,29.400,20.400,4.100,13.400,23.800,59
2025-04-22,29.200,16.600,0.700,18.210,16.000,46
2025-04-23,22.200,13.600,1.400,7.950,9.300,69
2025-04-24,25.500,15.100,1.900,15.590,10.500,67
2025-04-25,23.400,15.700,6.500,9.820,9.800,80
2025-04-26,21.700,15.300,2.600,8.560,9.300,84
2025-04-27,27.200,13.200,0.000,18.970,11.200,68
2025-04-28,26.600,18.100,0.700,11.530,9.400,57
2025-04-29,21.100,16.300,5.200,4.640,11.800,73
2025-04-30,27.800,14.800,0.000,20.750,11.900,56
2025-05-01,32.400,14.500,0.000,21.960,12.800,59
2025-05-02,33.200,17.000,0.000,20.570,9.900,55
2025-05-03,33.200,20.800,0.000,13.610,12.400,47
2025-05-04,30.600,19.100,11.900,17.210,23.200,60
2025-05-05,27.400,14.400,2.900,21.470,16.600,64
2025-05-06,28.300,18.100,0.000,14.840,14.300,66
2025-05-07,26.500,14.400,1.200,16.910,12.400,69
2025-05-08,28.600,16.400,7.100,22.120,12.900,71
2025-05-09,25.700,17.900,2.200,14.900,21.900,53
2025-05-10,26.000,16.900,0.000,17.940,16.700,50
2025-05-11,28.700,12.700,0.000,23.910,11.900,57
2025-05-12,31.900,14.900,0.000,23.570,11.900,48
2025-05-13,33.300,21.700,0.000,22.250,17.100,39
2025-05-14,30.500,22.700,0.000,10.480,14.800,46
2025-05-15,32.900,21.400,0.000,16.040,10.100,43
2025-05-16,26.800,20.200,0.400,7.280,8.800,55
2025-05-17,29.400,19.500,0.000,10.860,8.300,64
2025-05-18,30.400,19.300,0.000,15.430,9.400,63
2025-05-19,34.400,18.800,0.000,22.620,10.600,55
2025-05-20,36.400,19.400,0.000,22.420,12.900,47
2025-05-21,35.200,23.800,0.100,17.420,16.400,47
2025-05-22,34.200,23.700,0.500,19.460,20.900,56
2025-05-23,28.700,20.700,1.000,6.730,18.500,60
2025-05-24,30.300,19.200,0.000,17.410,18.700,52
2025-05-25,31.600,17.800,0.000,18.870,10.200,50
2025-05-26,28.500,20.500,1.400,13.940,14.100,59
2025-05-27,22.300,19.000,25.300,4.720,20.400,87
2025-05-28,27.000,16.900,0.300,19.710,7.300,76
2025-05-29,28.300,17.700,1.400,18.990,9.700,73
2025-05-30,25.400,19.500,4.900,8.050,18.200,82
2025-05-31,22.200,18.700,2.300,6.600,8.000,86
2025-06-01,23.900,18.700,0.700,7.260,9.900,84
2025-06-02,25.700,19.500,0.000,7.220,9.900,73
2025-06-03,27.600,17.800,0.000,12.060,11.500,70
2025-06-04,29.300,19.400,0.100,20.820,8.400,64
2025-06-05,30.100,20.000,0.000,18.800,6.100,63
2025-06-06,30.900,22.000,0.000,17.410,8.000,66
2025-06-07,31.100,23.000,0.000,14.720,6.900,65
2025-06-08,34.100,23.300,0.000,19.770,11.000,57
2025-06-09,31.300,21.400,2.100,13.710,18.700,69
2025-06-10,35.400,20.000,0.000,21.060,18.400,50
2025-06-11,36.900,20.400,0.000,22.950,11.100,43
2025-06-12,38.500,21.200,0.000,24.380,12.500,46
2025-06-13,38.700,25.900,0.000,23.050,12.000,40
2025-06-14,33.200,25.000,0.400,10.620,22.900,45
2025-06-15,35.800,22.900,0.000,24.070,14.500,46
2025-06-16,38.300,23.400,0.000,22.000,10.000,42
2025-06-17,38.900,24.100,7.100,20.210,16.600,50
2025-06-18,28.800,23.300,11.900,12.500,23.900,85
2025-06-19,31.800,24.200,0.100,15.810,9.100,76
2025-06-20,30.300,24.300,0.200,8.270,16.700,73
2025-06-21,29.500,22.100,0.000,17.200,15.700,69
2025-06-22,29.300,21.500,3.900,18.000,14.400,81
2025-06-23,27.200,21.100,8.900,11.020,15.100,84
2025-06-24,22.300,20.100,39.300,3.190,13.000,92
2025-06-25,28.400,18.900,1.100,20.410,11.100,81
2025-06-26,29.500,19.800,0.400,20.910,8.100,80
2025-06-27,29.900,21.700,1.000,17.840,6.100,81
2025-06-28,31.500,23.000,1.000,18.600,9.200,81
2025-06-29,27.500,22.500,35.600,11.530,12.300,91
2025-06-30,30.100,21.200,0.000,22.970,12.100,81
2025-07-01,30.300,21.900,1.100,20.700,10.400,83
2025-07-02,29.500,22.800,1.800,14.080,12.700,86
2025-07-03,27.200,23.100,30.000,8.040,13.300,91
2025-07-04,30.500,22.600,49.100,16.840,17.700,89
2025-07-05,27.900,22.000,11.900,16.840,18.600,77
2025-07-06,25.700,20.800,4.300,9.640,10.500,83
2025-07-07,28.000,21.100,6.600,13.800,10.900,85
2025-07-08,29.400,20.800,1.200,16.500,7.600,85
2025-07-09,31.500,22.100,4.900,21.900,8.800,82
2025-07-10,30.900,22.500,16.400,19.740,14.100,88
2025-07-11,28.800,22.400,11.000,14.220,12.100,93
2025-07-12,31.300,22.700,0.500,21.610,8.100,86
2025-07-13,31.500,23.000,2.300,21.210,8.900,83
2025-07-14,32.400,23.500,4.900,21.510,8.000,84
2025-07-15,34.300,24.400,0.400,21.190,11.200,80
2025-07-16,37.100,25.300,0.000,22.110,13.400,73
2025-07-17,37.600,26.700,0.000,22.350,10.200,68
2025-07-18,32.000,26.800,2.700,15.200,19.600,80
2025-07-19,31.200,24.700,19.800,17.600,11.100,87
2025-07-20,29.800,24.600,10.500,16.500,12.300,87
2025-07-21,32.400,24.100,0.200,21.910,10.100,74
2025-07-22,32.200,23.300,19.800,18.060,14.400,83
2025-07-23,31.000,23.600,49.300,19.370,15.800,89
2025-07-24,30.200,23.600,19.100,15.290,12.100,91
2025-07-25,29.200,23.500,27.000,13.270,10.700,93
2025-07-26,30.300,23.400,27.700,11.860,10.100,90
2025-07-27,32.500,23.100,0.400,21.870,9.100,84
2025-07-28,33.800,23.200,0.000,21.970,6.700,81
2025-07-29,34.600,25.000,0.200,19.800,7.300,81
2025-07-30,33.700,25.300,3.900,21.200,9.900,83
2025-07-31,34.600,24.600,0.000,22.330,10.200,80
2025-08-01,35.000,25.200,0.300,22.010,10.400,74
2025-08-02,36.200,25.300,0.000,22.370,12.100,72
2025-08-03,37.100,26.000,0.000,22.080,9.800,68
2025-08-04,35.500,28.100,0.100,19.260,10.700,66
2025-08-05,36.300,25.600,10.700,20.490,13.000,77
2025-08-06,31.400,25.300,18.900,10.090,16.100,88
2025-08-07,30.900,25.100,4.700,12.490,10.000,88
2025-08-08,31.100,24.300,19.400,15.240,11.400,88
2025-08-09,30.000,24.500,44.000,10.960,10.200,90
2025-08-10,25.900,24.000,38.700,4.490,11.600,95
2025-08-11,29.900,23.600,0.500,10.390,13.700,82
2025-08-12,31.300,21.800,0.100,20.370,6.200,82
2025-08-13,33.300,24.100,0.100,18.040,6.000,78
2025-08-14,31.400,23.900,1.700,17.210,11.200,84
2025-08-15,33.000,23.500,15.800,19.740,9.700,80
2025-08-16,28.200,22.600,13.400,12.460,13.000,90
2025-08-17,30.300,22.100,21.100,13.020,11.700,87
2025-08-18,29.800,22.500,14.700,16.800,9.400,88
2025-08-19,30.600,22.000,19.800,17.360,12.000,86
2025-08-20,31.400,22.600,29.100,19.570,12.500,88
2025-08-21,30.300,23.000,25.400,14.770,14.900,89
2025-08-22,30.600,22.400,8.500,18.440,11.200,81
2025-08-23,29.400,22.700,19.500,14.790,14.100,88
2025-08-24,29.600,22.800,12.700,16.610,8.900,88
2025-08-25,28.700,22.700,31.800,12.140,12.000,92
2025-08-26,30.500,22.200,9.500,14.950,11.600,88
2025-08-27,29.600,23.000,17.400,16.150,16.400,87
2025-08-28,26.400,22.100,54.400,9.370,20.000,86
2025-08-29,23.200,20.400,24.700,4.500,11.400,88
2025-08-30,24.900,19.700,2.500,10.090,8.200,82
2025-08-31,24.900,19.400,0.100,9.910,9.100,82
2025-09-01,28.500,20.300,0.000,14.240,8.200,82
2025-09-02,28.900,21.700,0.100,11.170,11.500,84
2025-09-03,29.700,22.900,0.000,14.490,10.900,72
2025-09-04,30.900,22.000,0.100,16.910,6.700,75
2025-09-05,26.300,20.400,35.300,4.530,27.600,87
2025-09-06,27.200,20.000,1.300,14.660,11.000,76
2025-09-07,28.700,19.000,0.800,15.760,11.700,80
2025-09-08,29.300,21.500,1.700,14.880,7.100,80
2025-09-09,29.100,20.200,2.500,18.480,9.300,82
2025-09-10,27.200,22.400,6.400,8.990,7.000,89
2025-09-11,27.500,22.700,21.100,11.470,13.000,87
2025-09-12,25.700,21.400,1.800,4.180,12.200,88
2025-09-13,31.000,20.700,0.200,16.370,8.500,82
2025-09-14,31.200,22.800,1.400,15.390,8.800,82
2025-09-15,30.000,23.400,13.800,13.840,13.200,85
2025-09-16,26.300,21.900,87.400,8.200,18.700,90
2025-09-17,28.100,22.000,7.800,9.480,15.100,82
2025-09-18,27.200,20.600,0.600,13.400,15.600,70
2025-09-19,26.100,19.600,1.500,10.390,15.000,78
2025-09-20,27.800,18.200,1.600,13.000,8.900,78
2025-09-21,25.100,20.100,1.600,7.490,16.100,83
2025-09-22,24.300,18.500,7.500,6.400,8.200,83
2025-09-23,26.800,19.000,6.300,14.300,9.700,79
2025-09-24,27.900,16.400,0.000,18.030,8.200,77
2025-09-25,28.000,17.900,0.300,16.420,10.100,79
2025-09-26,26.700,20.000,0.900,10.350,9.600,83
2025-09-27,25.800,20.400,0.300,9.950,9.000,85
2025-09-28,25.700,21.500,2.200,6.750,15.500,80
2025-09-29,26.200,20.000,1.800,10.970,8.600,77
2025-09-30,27.500,20.400,0.100,11.710,9.900,76
2025-10-01,25.500,20.000,0.700,9.160,12.200,81
